"affiliation_id","reference_doctor_id","facility_id","department","designation","employment_type","status","start_date","end_date","verification_status","source_type"
"AFF-004977","REF-HR-003000","FAC-TG-0127","Department of Nephrology","Resident Physician","VISITING_CONSULTANT","CURRENT","2012-06-06","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-004978","REF-HR-003000","FAC-OD-0372","Department of Psychiatry","Senior Resident","RESIDENT","ENDED","2020-07-19","2025-08-17","PENDING","SYNTHETIC_REFERENCE"
"AFF-004979","REF-RJ-003001","FAC-GJ-0218","Department of Psychiatry","Junior Consultant","RESIDENT","ENDED","2017-07-02","2023-06-05","PENDING","SYNTHETIC_REFERENCE"
"AFF-004980","REF-RJ-003001","FAC-KER-0009","Department of Emergency Medicine","Consultant","PART_TIME","CURRENT","2005-05-31","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-004981","REF-MH-003002","FAC-TG-0133","Department of Gastroenterology","Associate Consultant","PART_TIME","CURRENT","2003-10-03","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-004982","REF-MH-003002","FAC-JH-0410","Department of Ophthalmology","Senior Resident","PART_TIME","CURRENT","2015-09-06","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-004983","REF-AP-003003","FAC-HP-0472","Department of Medicine","Senior Resident","RESIDENT","CURRENT","2008-02-21","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-004984","REF-AP-003003","FAC-PB-0292","Department of Cardiology","Registrar","FULL_TIME","CURRENT","2004-11-22","","PENDING","SYNTHETIC_REFERENCE"
"AFF-004985","REF-UP-003004","FAC-WB-0194","Department of Surgery","Registrar","PART_TIME","CURRENT","2004-07-31","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-004986","REF-UP-003004","FAC-KER-0016","Department of Anesthesiology","Junior Consultant","CONSULTANT","ENDED","2011-02-01","2015-01-01","PENDING","SYNTHETIC_REFERENCE"
"AFF-004987","REF-HP-003005","FAC-DL-0109","Department of Gastroenterology","Senior Consultant","RESIDENT","CURRENT","2020-04-20","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-004988","REF-HP-003005","FAC-AS-0428","Department of Nephrology","Medical Officer","FULL_TIME","CURRENT","2021-10-23","","PENDING","SYNTHETIC_REFERENCE"
"AFF-004989","REF-TN-003006","FAC-TG-0134","Department of Ophthalmology","Senior Consultant","VISITING_CONSULTANT","CURRENT","2022-08-08","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-004990","REF-DL-003007","FAC-MP-0341","Department of Dermatology","Associate Consultant","FULL_TIME","CURRENT","2017-12-07","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-004991","REF-RJ-003008","FAC-HR-0302","Department of Emergency Medicine","Junior Consultant","VISITING_CONSULTANT","CURRENT","2021-02-18","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-004992","REF-RJ-003008","FAC-MH-0077","Department of Endocrinology","Head of Department","VISITING_CONSULTANT","CURRENT","2022-11-26","","PENDING","SYNTHETIC_REFERENCE"
"AFF-004993","REF-TG-003009","FAC-AP-0159","Department of Dermatology","Consultant","PART_TIME","CURRENT","2022-10-17","","PENDING","SYNTHETIC_REFERENCE"
"AFF-004994","REF-TG-003009","FAC-JH-0412","Department of Orthopedics","Junior Consultant","PART_TIME","CURRENT","2001-08-20","","PENDING","SYNTHETIC_REFERENCE"
"AFF-004995","REF-MH-003010","FAC-HR-0304","Department of Pulmonology","Medical Officer","PART_TIME","ENDED","2007-04-17","2009-04-25","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-004996","REF-MH-003010","FAC-CG-0495","Department of ENT","Junior Consultant","PART_TIME","CURRENT","2002-11-12","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-004997","REF-TG-003011","FAC-TG-0148","Department of Neurology","Junior Resident","PART_TIME","CURRENT","2014-09-11","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-004998","REF-JK-003012","FAC-HR-0301","Department of Radiology","Medical Officer","CONSULTANT","CURRENT","2016-01-11","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-004999","REF-GJ-003013","FAC-CG-0497","Department of Radiology","Consultant","PART_TIME","ENDED","2011-07-14","2015-04-22","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005000","REF-GJ-003013","FAC-OD-0362","Department of Surgery","Registrar","CONSULTANT","CURRENT","2009-01-03","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005001","REF-RJ-003014","FAC-DL-0103","Department of Neurology","Head of Department","VISITING_CONSULTANT","ENDED","2019-04-26","2026-01-04","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005002","REF-RJ-003014","FAC-TN-0030","Department of Nephrology","Head of Department","FULL_TIME","CURRENT","2019-05-18","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005003","REF-MH-003015","FAC-GJ-0201","Department of Surgery","Resident Physician","VISITING_CONSULTANT","CURRENT","2001-03-15","","PENDING","SYNTHETIC_REFERENCE"
"AFF-005004","REF-UP-003016","FAC-DL-0102","Department of Psychiatry","Junior Resident","VISITING_CONSULTANT","ENDED","2013-05-27","2022-06-13","PENDING","SYNTHETIC_REFERENCE"
"AFF-005005","REF-UP-003016","FAC-RJ-0233","Department of Neurosurgery","Resident Physician","FULL_TIME","CURRENT","2001-01-05","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005006","REF-KER-003017","FAC-TG-0126","Department of Pediatrics","Consultant","VISITING_CONSULTANT","CURRENT","2022-09-28","","PENDING","SYNTHETIC_REFERENCE"
"AFF-005007","REF-KER-003017","FAC-TG-0134","Department of Anesthesiology","Head of Department","RESIDENT","CURRENT","2006-11-19","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005008","REF-KER-003017","FAC-TN-0031","Department of Nephrology","Senior Consultant","RESIDENT","CURRENT","2016-08-31","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005009","REF-TN-003018","FAC-UP-0260","Department of Emergency Medicine","Registrar","VISITING_CONSULTANT","CURRENT","2007-10-26","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005010","REF-KA-003019","FAC-MP-0346","Department of Nephrology","Consultant","PART_TIME","CURRENT","2019-03-30","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005011","REF-AP-003020","FAC-CG-0480","Department of Obstetrics","Medical Officer","PART_TIME","CURRENT","2019-04-23","","PENDING","SYNTHETIC_REFERENCE"
"AFF-005012","REF-DL-003021","FAC-TG-0141","Department of Pulmonology","Consultant","CONSULTANT","CURRENT","2002-05-04","","PENDING","SYNTHETIC_REFERENCE"
"AFF-005013","REF-GJ-003022","FAC-GJ-0211","Department of Medicine","Senior Resident","FULL_TIME","CURRENT","2001-07-14","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005014","REF-GJ-003022","FAC-AS-0449","Department of Endocrinology","Senior Consultant","RESIDENT","CURRENT","2018-03-19","","PENDING","SYNTHETIC_REFERENCE"
"AFF-005015","REF-OD-003023","FAC-AS-0433","Department of Medicine","Resident Physician","FULL_TIME","CURRENT","2019-04-29","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005016","REF-OD-003023","FAC-DL-0119","Department of Medicine","Head of Department","VISITING_CONSULTANT","CURRENT","2005-11-19","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005017","REF-TG-003024","FAC-MH-0098","Department of Gastroenterology","Resident Physician","CONSULTANT","ENDED","2016-10-29","2019-01-08","PENDING","SYNTHETIC_REFERENCE"
"AFF-005018","REF-AP-003025","FAC-CG-0497","Department of Nephrology","Senior Consultant","VISITING_CONSULTANT","CURRENT","2019-07-13","","PENDING","SYNTHETIC_REFERENCE"
"AFF-005019","REF-TN-003026","FAC-PB-0289","Department of Obstetrics","Registrar","RESIDENT","ENDED","2009-09-19","2018-07-20","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005020","REF-KA-003027","FAC-PB-0293","Department of Cardiology","Senior Consultant","PART_TIME","CURRENT","2011-06-05","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005021","REF-KA-003027","FAC-TN-0032","Department of Anesthesiology","Consultant","CONSULTANT","CURRENT","2016-03-20","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005022","REF-KER-003028","FAC-KA-0062","Department of Cardiology","Head of Department","FULL_TIME","CURRENT","2001-02-14","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005023","REF-BR-003029","FAC-TG-0147","Department of Nephrology","Medical Officer","PART_TIME","CURRENT","2018-02-24","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005024","REF-BR-003029","FAC-HP-0464","Department of Surgery","Consultant","FULL_TIME","CURRENT","2017-03-26","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005025","REF-BR-003029","FAC-HP-0473","Department of Emergency Medicine","Head of Department","PART_TIME","CURRENT","2005-12-15","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005026","REF-KER-003030","FAC-TN-0039","Department of Surgery","Resident Physician","VISITING_CONSULTANT","ENDED","2016-06-07","2021-06-02","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005027","REF-KER-003030","FAC-TN-0043","Department of Anesthesiology","Junior Consultant","FULL_TIME","ENDED","2013-05-18","2020-02-22","PENDING","SYNTHETIC_REFERENCE"
"AFF-005028","REF-TN-003031","FAC-TN-0031","Department of Psychiatry","Junior Consultant","PART_TIME","CURRENT","2009-06-04","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005029","REF-KA-003032","FAC-MH-0097","Department of Psychiatry","Head of Department","FULL_TIME","ENDED","2006-06-24","2008-01-05","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005030","REF-KA-003033","FAC-CG-0499","Department of Neurology","Medical Officer","RESIDENT","CURRENT","2021-05-23","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005031","REF-KA-003033","FAC-BR-0387","Department of Pediatrics","Consultant","RESIDENT","CURRENT","2019-11-27","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005032","REF-KA-003033","FAC-UP-0268","Department of Obstetrics","Senior Resident","RESIDENT","ENDED","2019-11-07","2027-02-23","PENDING","SYNTHETIC_REFERENCE"
"AFF-005033","REF-DL-003034","FAC-PB-0277","Department of Obstetrics","Junior Resident","FULL_TIME","CURRENT","2017-02-21","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005034","REF-AP-003035","FAC-KA-0069","Department of Cardiology","Medical Officer","VISITING_CONSULTANT","CURRENT","2008-05-06","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005035","REF-AP-003035","FAC-KA-0054","Department of Cardiology","Consultant","PART_TIME","CURRENT","2007-07-24","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005036","REF-MH-003036","FAC-PB-0276","Department of Dermatology","Junior Consultant","VISITING_CONSULTANT","CURRENT","2004-03-13","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005037","REF-MH-003036","FAC-KA-0061","Department of Radiology","Consultant","PART_TIME","ENDED","2008-03-16","2014-09-23","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005038","REF-KA-003037","FAC-JH-0402","Department of Neurology","Registrar","PART_TIME","CURRENT","2013-12-07","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005039","REF-MP-003038","FAC-RJ-0240","Department of Psychiatry","Senior Resident","FULL_TIME","ENDED","2009-05-22","2011-11-15","PENDING","SYNTHETIC_REFERENCE"
"AFF-005040","REF-MP-003038","FAC-AP-0165","Department of Psychiatry","Senior Resident","RESIDENT","CURRENT","2012-05-21","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005041","REF-DL-003039","FAC-DL-0111","Department of Orthopedics","Associate Consultant","RESIDENT","CURRENT","2020-12-04","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005042","REF-AP-003040","FAC-MP-0334","Department of ENT","Senior Consultant","FULL_TIME","ENDED","2001-05-01","2011-03-24","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005043","REF-WB-003041","FAC-PB-0286","Department of Surgery","Resident Physician","RESIDENT","ENDED","2003-09-15","2008-09-28","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005044","REF-WB-003041","FAC-RJ-0237","Department of Pediatrics","Junior Consultant","PART_TIME","CURRENT","2010-12-20","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005045","REF-MH-003042","FAC-BR-0378","Department of Pediatrics","Head of Department","FULL_TIME","CURRENT","2002-10-28","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005046","REF-GJ-003043","FAC-DL-0112","Department of Ophthalmology","Junior Consultant","VISITING_CONSULTANT","CURRENT","2012-10-21","","PENDING","SYNTHETIC_REFERENCE"
"AFF-005047","REF-KER-003044","FAC-TG-0148","Department of Psychiatry","Registrar","FULL_TIME","CURRENT","2019-12-07","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005048","REF-MH-003046","FAC-AP-0164","Department of Endocrinology","Junior Consultant","CONSULTANT","CURRENT","2001-09-23","","PENDING","SYNTHETIC_REFERENCE"
"AFF-005049","REF-MH-003046","FAC-RJ-0249","Department of Cardiology","Senior Resident","FULL_TIME","CURRENT","2000-05-22","","PENDING","SYNTHETIC_REFERENCE"
"AFF-005050","REF-KER-003047","FAC-MH-0097","Department of Anesthesiology","Senior Consultant","VISITING_CONSULTANT","CURRENT","2004-04-30","","PENDING","SYNTHETIC_REFERENCE"
"AFF-005051","REF-TG-003048","FAC-MP-0331","Department of Orthopedics","Registrar","RESIDENT","CURRENT","2006-09-04","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005052","REF-TG-003048","FAC-JH-0405","Department of Neurology","Junior Resident","PART_TIME","CURRENT","2004-12-27","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005053","REF-UK-003049","FAC-HR-0304","Department of Gastroenterology","Head of Department","CONSULTANT","ENDED","2005-11-28","2008-08-29","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005054","REF-UK-003049","FAC-OD-0366","Department of Surgery","Senior Resident","RESIDENT","CURRENT","2001-04-26","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005055","REF-UK-003049","FAC-HP-0475","Department of Ophthalmology","Head of Department","VISITING_CONSULTANT","CURRENT","2008-11-02","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005056","REF-MZ-003050","FAC-KER-0005","Department of ENT","Junior Consultant","PART_TIME","CURRENT","2000-11-23","","PENDING","SYNTHETIC_REFERENCE"
"AFF-005057","REF-MZ-003050","FAC-DL-0117","Department of Medicine","Registrar","PART_TIME","ENDED","2004-08-22","2013-08-01","PENDING","SYNTHETIC_REFERENCE"
"AFF-005058","REF-MZ-003050","FAC-MH-0084","Department of Obstetrics","Registrar","VISITING_CONSULTANT","CURRENT","2015-11-28","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005059","REF-MH-003051","FAC-HP-0466","Department of Cardiology","Associate Consultant","PART_TIME","ENDED","2003-10-05","2012-09-11","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005060","REF-MH-003051","FAC-TN-0039","Department of Radiology","Senior Consultant","FULL_TIME","CURRENT","2000-01-05","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005061","REF-DL-003052","FAC-PB-0278","Department of Surgery","Senior Resident","RESIDENT","CURRENT","2016-09-18","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005062","REF-DL-003052","FAC-OD-0361","Department of Pulmonology","Senior Resident","PART_TIME","ENDED","2012-02-16","2013-04-10","PENDING","SYNTHETIC_REFERENCE"
"AFF-005063","REF-DL-003052","FAC-OD-0371","Department of Ophthalmology","Resident Physician","FULL_TIME","CURRENT","2017-08-07","","PENDING","SYNTHETIC_REFERENCE"
"AFF-005064","REF-TN-003053","FAC-UP-0275","Department of Cardiology","Associate Consultant","RESIDENT","CURRENT","2013-10-07","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005065","REF-TN-003053","FAC-OD-0371","Department of Dermatology","Head of Department","FULL_TIME","CURRENT","2014-11-24","","PENDING","SYNTHETIC_REFERENCE"
"AFF-005066","REF-KA-003054","FAC-AP-0152","Department of Dermatology","Registrar","RESIDENT","CURRENT","2019-11-12","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005067","REF-KA-003054","FAC-DL-0118","Department of Pulmonology","Consultant","RESIDENT","CURRENT","2020-02-18","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005068","REF-DL-003055","FAC-TG-0148","Department of ENT","Junior Resident","FULL_TIME","CURRENT","2020-11-01","","PENDING","SYNTHETIC_REFERENCE"
"AFF-005069","REF-KER-003056","FAC-HP-0457","Department of Neurosurgery","Senior Resident","FULL_TIME","ENDED","2015-08-12","2016-09-09","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005070","REF-KER-003056","FAC-GJ-0214","Department of Psychiatry","Senior Resident","PART_TIME","CURRENT","2019-06-11","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005071","REF-WB-003057","FAC-HR-0323","Department of Medicine","Junior Consultant","VISITING_CONSULTANT","CURRENT","2014-01-29","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005072","REF-WB-003057","FAC-BR-0399","Department of Oncology","Registrar","VISITING_CONSULTANT","ENDED","2002-11-01","2009-07-19","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005073","REF-KA-003058","FAC-JH-0424","Department of Neurosurgery","Junior Consultant","CONSULTANT","CURRENT","2009-05-19","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005074","REF-RJ-003060","FAC-AP-0164","Department of Ophthalmology","Medical Officer","FULL_TIME","CURRENT","2005-03-01","","PENDING","SYNTHETIC_REFERENCE"
"AFF-005075","REF-RJ-003060","FAC-RJ-0238","Department of Neurology","Medical Officer","VISITING_CONSULTANT","CURRENT","2018-11-10","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005076","REF-TN-003061","FAC-HR-0320","Department of Orthopedics","Senior Resident","RESIDENT","ENDED","2001-02-08","2005-05-29","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005077","REF-DL-003062","FAC-GJ-0212","Department of Anesthesiology","Senior Resident","FULL_TIME","CURRENT","2008-09-06","","PENDING","SYNTHETIC_REFERENCE"
"AFF-005078","REF-DL-003062","FAC-MP-0330","Department of Nephrology","Registrar","FULL_TIME","ENDED","2018-01-02","2022-09-12","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005079","REF-DL-003062","FAC-DL-0106","Department of Ophthalmology","Associate Consultant","RESIDENT","CURRENT","2002-01-24","","PENDING","SYNTHETIC_REFERENCE"
"AFF-005080","REF-MH-003063","FAC-UP-0270","Department of Cardiology","Junior Resident","CONSULTANT","ENDED","2019-09-10","2028-03-13","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005081","REF-MH-003063","FAC-PB-0276","Department of Oncology","Junior Consultant","FULL_TIME","CURRENT","2005-03-23","","PENDING","SYNTHETIC_REFERENCE"
"AFF-005082","REF-MH-003063","FAC-MP-0332","Department of Endocrinology","Medical Officer","FULL_TIME","ENDED","2001-06-17","2003-12-01","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005083","REF-DL-003064","FAC-HR-0302","Department of Gastroenterology","Junior Consultant","RESIDENT","CURRENT","2000-10-20","","PENDING","SYNTHETIC_REFERENCE"
"AFF-005084","REF-KER-003065","FAC-MP-0342","Department of Emergency Medicine","Consultant","PART_TIME","CURRENT","2014-03-06","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005085","REF-KER-003065","FAC-HP-0463","Department of ENT","Associate Consultant","RESIDENT","CURRENT","2006-04-25","","PENDING","SYNTHETIC_REFERENCE"
"AFF-005086","REF-MH-003066","FAC-UP-0263","Department of Neurosurgery","Senior Resident","CONSULTANT","ENDED","2020-05-14","2026-06-13","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005087","REF-CG-003067","FAC-UP-0268","Department of Orthopedics","Senior Consultant","CONSULTANT","CURRENT","2018-03-31","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005088","REF-CG-003067","FAC-RJ-0244","Department of Cardiology","Consultant","RESIDENT","ENDED","2017-05-28","2024-06-30","PENDING","SYNTHETIC_REFERENCE"
"AFF-005089","REF-CG-003067","FAC-HR-0312","Department of Nephrology","Associate Consultant","CONSULTANT","CURRENT","2022-06-13","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005090","REF-MH-003068","FAC-AS-0432","Department of Anesthesiology","Head of Department","CONSULTANT","ENDED","2011-12-19","2018-09-10","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005091","REF-GJ-003069","FAC-BR-0383","Department of Ophthalmology","Medical Officer","FULL_TIME","CURRENT","2008-01-31","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005092","REF-GJ-003069","FAC-TN-0045","Department of Neurosurgery","Medical Officer","RESIDENT","CURRENT","2018-04-30","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005093","REF-HP-003070","FAC-JH-0425","Department of ENT","Junior Resident","FULL_TIME","CURRENT","2022-11-04","","PENDING","SYNTHETIC_REFERENCE"
"AFF-005094","REF-HP-003070","FAC-OD-0362","Department of Gastroenterology","Registrar","RESIDENT","CURRENT","2007-12-28","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005095","REF-MH-003071","FAC-AP-0158","Department of Nephrology","Registrar","FULL_TIME","CURRENT","2018-01-21","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005096","REF-DL-003072","FAC-KER-0023","Department of Oncology","Associate Consultant","VISITING_CONSULTANT","CURRENT","2022-12-05","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005097","REF-RJ-003073","FAC-MH-0083","Department of Oncology","Registrar","VISITING_CONSULTANT","CURRENT","2019-09-26","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005098","REF-TN-003075","FAC-OD-0356","Department of Emergency Medicine","Consultant","VISITING_CONSULTANT","CURRENT","2005-07-19","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005099","REF-TN-003075","FAC-RJ-0243","Department of Gastroenterology","Head of Department","FULL_TIME","CURRENT","2017-01-23","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005100","REF-TN-003075","FAC-MH-0090","Department of Neurosurgery","Registrar","RESIDENT","CURRENT","2019-03-15","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005101","REF-KER-003076","FAC-WB-0179","Department of Cardiology","Senior Resident","VISITING_CONSULTANT","CURRENT","2016-03-11","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005102","REF-KER-003076","FAC-UP-0259","Department of Dermatology","Consultant","PART_TIME","CURRENT","2002-07-17","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005103","REF-JK-003077","FAC-HR-0305","Department of Orthopedics","Junior Consultant","VISITING_CONSULTANT","CURRENT","2010-08-19","","PENDING","SYNTHETIC_REFERENCE"
"AFF-005104","REF-KA-003078","FAC-MP-0332","Department of Surgery","Junior Consultant","VISITING_CONSULTANT","CURRENT","2022-12-10","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005105","REF-TN-003079","FAC-WB-0195","Department of Radiology","Resident Physician","VISITING_CONSULTANT","CURRENT","2010-05-15","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005106","REF-TN-003079","FAC-PB-0288","Department of Endocrinology","Junior Resident","FULL_TIME","CURRENT","2004-08-26","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005107","REF-KA-003080","FAC-MH-0089","Department of Oncology","Consultant","VISITING_CONSULTANT","ENDED","2019-02-12","2026-08-09","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005108","REF-TN-003081","FAC-AP-0169","Department of Endocrinology","Junior Resident","CONSULTANT","CURRENT","2020-04-11","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005109","REF-ML-003082","FAC-AS-0444","Department of Surgery","Resident Physician","PART_TIME","CURRENT","2015-09-23","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005110","REF-ML-003082","FAC-KA-0056","Department of Obstetrics","Registrar","PART_TIME","CURRENT","2021-02-07","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005111","REF-MH-003083","FAC-MP-0341","Department of Surgery","Senior Resident","RESIDENT","ENDED","2013-04-29","2017-03-31","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005112","REF-DL-003084","FAC-PB-0277","Department of Medicine","Senior Consultant","VISITING_CONSULTANT","ENDED","2019-04-01","2020-02-23","PENDING","SYNTHETIC_REFERENCE"
"AFF-005113","REF-DL-003084","FAC-CG-0495","Department of Oncology","Registrar","CONSULTANT","CURRENT","2016-11-19","","PENDING","SYNTHETIC_REFERENCE"
"AFF-005114","REF-GJ-003085","FAC-TG-0142","Department of Cardiology","Junior Resident","RESIDENT","CURRENT","2019-03-21","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005115","REF-GJ-003085","FAC-UP-0262","Department of Pediatrics","Registrar","CONSULTANT","CURRENT","2001-05-22","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005116","REF-PB-003086","FAC-TG-0132","Department of Emergency Medicine","Junior Resident","RESIDENT","ENDED","2011-02-16","2017-09-15","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005117","REF-PB-003086","FAC-TN-0037","Department of Medicine","Head of Department","PART_TIME","CURRENT","2021-02-09","","PENDING","SYNTHETIC_REFERENCE"
"AFF-005118","REF-TN-003087","FAC-AS-0443","Department of Cardiology","Senior Consultant","PART_TIME","CURRENT","2005-01-11","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005119","REF-WB-003089","FAC-HP-0467","Department of Gastroenterology","Senior Consultant","CONSULTANT","CURRENT","2017-06-04","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005120","REF-KER-003090","FAC-CG-0476","Department of Emergency Medicine","Head of Department","FULL_TIME","CURRENT","2018-10-27","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005121","REF-KER-003091","FAC-CG-0480","Department of Medicine","Head of Department","CONSULTANT","ENDED","2015-05-20","2021-06-14","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005122","REF-KER-003091","FAC-HP-0461","Department of Ophthalmology","Senior Consultant","PART_TIME","CURRENT","2002-09-29","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005123","REF-RJ-003092","FAC-HP-0452","Department of Cardiology","Senior Consultant","FULL_TIME","CURRENT","2006-10-27","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005124","REF-RJ-003092","FAC-KER-0003","Department of Surgery","Associate Consultant","CONSULTANT","ENDED","2005-06-15","2012-11-04","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005125","REF-RJ-003092","FAC-JH-0406","Department of Radiology","Medical Officer","CONSULTANT","CURRENT","2000-03-17","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005126","REF-DL-003093","FAC-HR-0311","Department of Surgery","Registrar","FULL_TIME","ENDED","2007-04-28","2010-07-28","PENDING","SYNTHETIC_REFERENCE"
"AFF-005127","REF-DL-003093","FAC-GJ-0210","Department of Dermatology","Junior Consultant","CONSULTANT","CURRENT","2013-11-05","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005128","REF-MH-003094","FAC-HR-0325","Department of Endocrinology","Senior Consultant","VISITING_CONSULTANT","CURRENT","2013-03-02","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-005129","REF-MH-003094","FAC-MP-0330","Department of Neurosurgery","Registrar","VISITING_CONSULTANT","CURRENT","2007-06-21","","PENDING","SYNTHETIC_REFERENCE"
